Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
16.01.2023 00:30:00,976.99,4.01,279.01,1.26,82.2,8.14,6.69,1.45,4.27,6.85,1224.8,5.82,8.25,215,0,0,0,0,0,12.03,424.8
16.01.2023 00:40:00,976.92,4.03,279.04,1.22,81.8,8.16,6.67,1.48,4.26,6.83,1224.62,6.91,8.77,211.6,0,0,0,0,0,11.9,424.8
16.01.2023 00:50:00,976.79,4.05,279.07,1.27,82,8.17,6.7,1.47,4.28,6.86,1224.34,6.65,8.75,212.6,0,0,0,0,0,11.78,424.7
16.01.2023 01:00:00,976.67,4.02,279.05,1.31,82.4,8.15,6.72,1.43,4.29,6.88,1224.33,7.01,8.24,209.8,0,0,0,0,0,11.68,425
16.01.2023 01:10:00,976.49,3.79,278.83,1.43,84.5,8.02,6.78,1.24,4.33,6.94,1225.09,6.15,7.61,210.7,0,70,0,0,0,11.6,425.5
16.01.2023 01:20:00,976.33,3.75,278.81,1.34,84.2,8,6.73,1.26,4.3,6.9,1225.08,7.45,9.34,212.7,0,0,0,0,0,11.5,425.6
16.01.2023 01:30:00,976.22,3.72,278.78,1.3,84.1,7.98,6.71,1.27,4.29,6.87,1225.09,7.18,9.15,215.1,0,0,0,0,0,11.35,425.4
16.01.2023 01:40:00,976.03,3.72,278.8,1.26,83.9,7.98,6.69,1.28,4.28,6.86,1224.86,7.63,9.69,212.3,0,0,0,0,0,11.22,425.5
16.01.2023 01:50:00,976.03,3.7,278.77,1.25,84,7.96,6.69,1.27,4.27,6.85,1224.98,5.11,7.34,213.9,0,0,0,0,0,11.12,425.9
16.01.2023 02:00:00,975.92,3.54,278.62,1.13,84.2,7.87,6.63,1.24,4.24,6.79,1225.57,4.77,6.33,211.5,0,0,0,0,0,11.06,426.1
16.01.2023 02:10:00,975.81,3.5,278.59,1.01,83.7,7.85,6.57,1.28,4.2,6.74,1225.64,5.26,6.61,211.2,0,0,0,0,0,11.05,426.2
16.01.2023 02:20:00,975.74,3.44,278.54,0.89,83.3,7.82,6.52,1.31,4.16,6.68,1225.82,5.03,6.81,214.7,0,0,0,0,0,11.04,426.2
16.01.2023 02:30:00,975.62,3.44,278.55,0.77,82.6,7.82,6.46,1.36,4.13,6.62,1225.7,4.54,6.55,211.2,0,0,0,0,0,11.02,426.2
16.01.2023 02:40:00,975.42,3.39,278.52,0.66,82.2,7.8,6.41,1.39,4.1,6.57,1225.68,4.25,5.99,217.3,0,0,0,0,0,11.01,426.1
16.01.2023 02:50:00,975.31,3.36,278.49,0.59,82,7.78,6.38,1.4,4.08,6.54,1225.72,3.96,5.39,218.5,0,0,0,0,0,11,426.1
16.01.2023 03:00:00,975.23,3.3,278.44,0.53,82,7.74,6.35,1.39,4.06,6.51,1225.89,4.26,5.99,217.2,0,0,0,0,0,11,426.1
16.01.2023 03:10:00,975.17,3.3,278.44,0.51,81.9,7.74,6.34,1.4,4.05,6.5,1225.84,4.48,7.33,213.6,0,0,0,0,0,10.99,426
16.01.2023 03:20:00,974.98,3.28,278.44,0.51,82,7.73,6.34,1.39,4.05,6.5,1225.69,4.51,6.32,208.3,0,0,0,0,0,10.98,426.1
16.01.2023 03:30:00,974.87,3.29,278.46,0.51,81.9,7.74,6.34,1.4,4.05,6.5,1225.48,3.99,5.74,213.2,0,0,0,0,0,10.99,426
16.01.2023 03:40:00,974.67,3.2,278.38,0.49,82.3,7.69,6.33,1.36,4.05,6.49,1225.64,3.51,4.88,210.5,0,0,0,0,0,11.01,426.3
16.01.2023 03:50:00,974.38,3.03,278.24,0.46,83.1,7.6,6.31,1.28,4.04,6.48,1226.02,3.29,4.03,197.6,0,0,0,0,0,11.03,427.4
16.01.2023 04:00:00,974.15,2.9,278.12,0.39,83.5,7.53,6.28,1.24,4.02,6.45,1226.34,4.01,5.13,189.3,0,0,0,0,0,11.06,426.7
16.01.2023 04:10:00,973.91,2.84,278.08,0.35,83.6,7.49,6.27,1.23,4.01,6.43,1226.31,3.71,4.32,197,0,0,0,0,0,11.07,426.6
16.01.2023 04:20:00,973.74,2.81,278.07,0.34,83.7,7.48,6.26,1.22,4.01,6.43,1226.21,3.57,4.66,199.1,0,0,0,0,0,11.05,426.6
16.01.2023 04:30:00,973.38,2.65,277.94,0.28,84.3,7.4,6.23,1.16,3.99,6.41,1226.48,3.44,5.27,194.4,0,0,0,0,0,11.04,427.6
16.01.2023 04:40:00,973.27,2.67,277.97,0.25,84,7.41,6.22,1.19,3.99,6.39,1226.26,2.38,3.71,209.6,0,0,0,0,0,11.02,426.8
16.01.2023 04:50:00,973.13,2.92,278.23,0.24,82.5,7.54,6.22,1.32,3.98,6.39,1224.99,2.4,3.46,211.1,0,0,0,0,0,11,426.4
16.01.2023 05:00:00,973.04,3.11,278.43,0.2,81.1,7.64,6.2,1.44,3.97,6.37,1224.02,2.77,4.06,209.8,0,0,0,0,0,11.03,426.4
16.01.2023 05:10:00,972.72,3.15,278.49,0.17,80.7,7.66,6.18,1.48,3.96,6.36,1223.48,3.45,5.44,202.1,0,0,0,0,0,11.08,426.9
16.01.2023 05:20:00,972.51,3.15,278.51,0.12,80.4,7.66,6.16,1.5,3.95,6.33,1223.22,2.89,5.12,205.7,0,0,0,0,0,11.13,426.9
16.01.2023 05:30:00,972.45,3.17,278.53,0.08,80.1,7.67,6.14,1.53,3.94,6.32,1223.08,2.88,4.25,213.8,0,0,0,0,0,11.19,426.3
16.01.2023 05:40:00,972.19,3.14,278.52,0.07,80.2,7.65,6.14,1.52,3.94,6.31,1222.88,4.38,6.55,206.7,0,0,0,0,0,11.24,426.8
16.01.2023 05:50:00,972,3.21,278.61,0.04,79.62,7.69,6.13,1.57,3.93,6.3,1222.33,3.82,6.3,207.5,0,0,0,0,0,11.26,426.5
16.01.2023 06:00:00,972.01,3.18,278.59,0.02,79.65,7.68,6.12,1.56,3.92,6.29,1222.45,2.54,4.23,207.1,0,0,0,0,0,11.25,426.4
16.01.2023 06:10:00,971.89,3.14,278.56,-0.02,79.64,7.66,6.1,1.56,3.91,6.28,1222.49,1.33,1.91,204,0,0,0,0,0,11.26,426.5
16.01.2023 06:20:00,971.72,3.14,278.57,0.02,79.86,7.66,6.12,1.54,3.92,6.29,1222.27,1.81,3.01,147.4,0,0,0,0,0,11.3,428.1
16.01.2023 06:30:00,971.51,3.02,278.46,0.03,80.6,7.59,6.12,1.47,3.93,6.3,1222.54,2.23,3.29,164.4,0,0,0,0,0,11.36,429.2
16.01.2023 06:40:00,971.43,2.83,278.28,-0.06,81.2,7.49,6.08,1.41,3.9,6.26,1223.31,2.16,2.68,175.3,0,0,0,0,0,11.41,428.9
16.01.2023 06:50:00,971.3,2.55,278.01,-0.14,82.3,7.34,6.04,1.3,3.88,6.22,1224.38,2.55,3.48,190.8,0,0,0,0,0,11.44,429.4
16.01.2023 07:00:00,971.31,2.55,278,-0.21,81.9,7.34,6.01,1.33,3.86,6.19,1224.43,3.16,3.97,196.6,0,0,0,0,0,11.44,426.6
16.01.2023 07:10:00,971.37,2.78,278.23,-0.2,80.7,7.46,6.02,1.44,3.86,6.2,1223.5,3.28,4.58,196.6,0,0,0,0,0,11.4,426.3
16.01.2023 07:20:00,971.35,2.84,278.29,-0.17,80.5,7.49,6.03,1.46,3.87,6.21,1223.19,2.41,3.39,189.6,0,0,0,0,0,11.37,428.1
16.01.2023 07:30:00,971.24,2.87,278.33,-0.16,80.4,7.51,6.04,1.47,3.88,6.22,1222.91,2.79,3.89,183.3,0,0,0,0,0,11.39,427.7
16.01.2023 07:40:00,971.03,2.86,278.34,-0.13,80.6,7.51,6.05,1.46,3.89,6.23,1222.66,2.28,3.56,174.6,0,0,0,0,0,11.44,429.7
16.01.2023 07:50:00,970.84,2.73,278.22,-0.13,81.4,7.43,6.05,1.38,3.89,6.23,1223.03,2.22,3.45,181.8,0,0,0,0,1.03,11.49,433.1
16.01.2023 08:00:00,970.65,2.44,277.95,-0.17,82.8,7.29,6.03,1.25,3.88,6.22,1224.05,2.35,3.26,195.8,0,0,0,2.25,3.86,11.51,434.4
16.01.2023 08:10:00,970.41,2.03,277.56,-0.28,84.6,7.08,5.99,1.09,3.85,6.17,1225.6,2.47,3.06,207.2,0,0,0.17,6.68,10.12,11.49,432.1
16.01.2023 08:20:00,970.24,1.8,277.34,-0.28,86,6.96,5.98,0.97,3.84,6.17,1226.43,1.54,2.09,200.8,0,0,3.25,14.76,19.1,11.42,434.1
16.01.2023 08:30:00,969.99,1.82,277.37,-0.26,86,6.97,5.99,0.98,3.85,6.18,1226.03,1.33,2.21,196,0,0,7.98,24.82,30.56,11.34,434.2
16.01.2023 08:40:00,969.83,1.73,277.3,-0.3,86.3,6.92,5.98,0.95,3.84,6.16,1226.21,2.09,3.06,208.5,0,0,13.79,36.98,47.48,11.29,431.6
16.01.2023 08:50:00,969.68,1.8,277.38,-0.26,86.1,6.96,5.99,0.97,3.85,6.18,1225.71,2,2.72,216.8,0,0,30.25,60.19,79.14,11.25,432.7
16.01.2023 09:00:00,969.44,2.03,277.63,-0.2,85.1,7.07,6.02,1.05,3.87,6.21,1224.37,1.51,2.34,211.4,0,0,73.62,109.28,133.32,11.22,432
16.01.2023 09:10:00,969.16,2.45,278.08,-0.05,83.5,7.29,6.08,1.2,3.91,6.28,1222.14,1.51,2.31,197.9,0,0,101.69,150.44,172.87,11.32,434
16.01.2023 09:20:00,969.03,2.77,278.42,0.05,82.2,7.46,6.13,1.33,3.94,6.33,1220.51,1.9,2.85,195.4,0,0,121.57,188.25,209.41,11.63,434.8
16.01.2023 09:30:00,968.9,3.02,278.67,0.16,81.4,7.59,6.18,1.41,3.98,6.38,1219.25,2.5,5.09,185.5,0,0,146.56,233.1,250.86,12.05,434.2
16.01.2023 09:40:00,968.65,3.43,279.11,0.17,79.13,7.81,6.18,1.63,3.98,6.38,1217.12,3.7,5.3,173.4,0,0,134.44,229.49,244.82,12.49,431.5
16.01.2023 09:50:00,968.48,3.65,279.35,0.13,77.66,7.94,6.16,1.77,3.97,6.37,1215.93,4.36,6.43,175.3,0,0,150.73,264.25,279.63,12.86,429.7
16.01.2023 10:00:00,968.33,3.88,279.59,0.11,76.34,8.07,6.16,1.91,3.96,6.36,1214.75,5.16,7.14,172.4,0,0,169.11,298.52,313.46,13.12,428.5
16.01.2023 10:10:00,968.09,4.09,279.82,0,74.6,8.19,6.11,2.08,3.93,6.31,1213.54,5.38,7.77,176.5,0,0,147.88,268.74,307.59,13.28,427.1
16.01.2023 10:20:00,967.86,4.16,279.91,-0.11,73.63,8.23,6.06,2.17,3.9,6.26,1212.98,6.87,11.06,185.2,0,0,123.38,231.07,269.9,13.38,426
16.01.2023 10:30:00,967.76,4.16,279.93,-0.2,73.13,8.23,6.02,2.21,3.88,6.22,1212.84,5.76,8.97,183.5,0,0,142.58,264.35,323.99,13.35,425.5
16.01.2023 10:40:00,967.67,4.28,280.05,-0.26,72.22,8.3,5.99,2.31,3.86,6.19,1212.23,6.25,10.19,183,0,0,164.75,302.6,345.89,13.28,425.4
16.01.2023 10:50:00,967.53,4.33,280.11,-0.34,71.53,8.33,5.96,2.37,3.84,6.16,1211.85,6.88,10.28,183.3,0,0,160.27,295.77,326.92,13.21,425.6
16.01.2023 11:00:00,967.31,4.4,280.2,-0.18,72.06,8.37,6.03,2.34,3.89,6.23,1211.26,5.2,8.65,182.5,0,0,198,359.75,512.66,13.13,426.5
16.01.2023 11:10:00,967.09,4.49,280.3,-0.25,71.25,8.42,6,2.42,3.87,6.2,1210.6,7.32,11.02,176.5,0,0,257.49,455.76,585.33,13.12,426.3
16.01.2023 11:20:00,966.76,4.44,280.28,-0.23,71.58,8.39,6.01,2.38,3.87,6.21,1210.4,6.77,10.4,183.5,0,0,160.29,296.25,308.69,13.14,426
16.01.2023 11:30:00,966.5,4.4,280.27,-0.27,71.53,8.37,5.99,2.38,3.86,6.2,1210.22,6.74,10.15,185.7,0,0,146,272.67,289.62,13.12,425.8
16.01.2023 11:40:00,966.41,4.38,280.25,-0.21,72,8.36,6.02,2.34,3.88,6.23,1210.21,4.51,8.44,176.7,0,0,139.41,262.76,365.37,13.07,426.3
16.01.2023 11:50:00,966.29,4.45,280.33,-0.22,71.55,8.4,6.01,2.39,3.88,6.22,1209.75,4.3,7.46,168.6,0,0,318.95,571.49,669.46,13.07,426.5
16.01.2023 12:00:00,966.05,4.79,280.7,-0.1,70.49,8.6,6.06,2.54,3.91,6.28,1207.96,4.23,6.39,163.7,0,0,318.97,572.66,649.4,13.19,427.1
16.01.2023 12:10:00,965.64,4.89,280.83,-0.19,69.56,8.66,6.02,2.64,3.89,6.24,1207.03,5.17,7.7,150.3,0,0,225.65,414.41,509.17,13.41,426.5
16.01.2023 12:20:00,965.34,5,280.97,-0.15,69.23,8.73,6.04,2.68,3.9,6.26,1206.17,4.96,7.59,155.8,0,0,221.04,405.92,544.37,13.61,425.6
16.01.2023 12:30:00,965.02,5.16,281.16,-0.13,68.56,8.83,6.05,2.78,3.91,6.27,1205.06,4.15,6.36,161.5,0,0,194.58,359.95,573.83,13.76,425
16.01.2023 12:40:00,964.6,5.74,281.78,-0.1,66,9.19,6.07,3.12,3.92,6.29,1202.02,4.35,9,172.1,0,0,269.85,490.61,574.85,13.91,424.6
16.01.2023 12:50:00,964.43,6.24,282.3,-0.87,60.22,9.52,5.73,3.79,3.7,5.94,1199.81,7.42,9.97,193.1,0,0,255.12,463.92,600.58,14.1,423.1
16.01.2023 13:00:00,964.09,6.46,282.55,-0.92,59.09,9.66,5.71,3.95,3.69,5.92,1198.45,7.42,11.08,191.8,0,0,291.41,525.67,675.69,14.25,422.8
16.01.2023 13:10:00,963.76,6.49,282.6,-0.96,58.82,9.68,5.69,3.99,3.68,5.91,1197.94,7.25,11.76,195.4,0,0,202.55,375.92,614.67,14.39,422.7
16.01.2023 13:20:00,963.61,6.47,282.6,-0.84,59.44,9.66,5.74,3.92,3.72,5.96,1197.82,6.48,10.19,191.8,0,0,166.35,313.82,492.4,14.49,422.8
16.01.2023 13:30:00,963.31,6.49,282.64,-0.81,59.45,9.68,5.76,3.93,3.72,5.97,1197.33,6.01,8.55,187.1,0,0,182.2,335.86,402.9,14.57,423
16.01.2023 13:40:00,963.08,6.58,282.76,-0.71,59.52,9.74,5.8,3.94,3.75,6.02,1196.63,4.56,6.22,179.5,0,0,150.82,281.43,304.89,14.63,424
16.01.2023 13:50:00,962.99,6.5,282.68,-0.79,59.52,9.69,5.77,3.92,3.73,5.99,1196.9,4.83,8.08,176.9,0,0,118.42,221.38,259.07,14.73,424.1
16.01.2023 14:00:00,962.8,6.35,282.54,-1.14,58.61,9.59,5.62,3.97,3.64,5.84,1197.37,6.89,10.72,181,0,0,99.43,186.58,190.27,14.79,423.6
16.01.2023 14:10:00,962.79,6.17,282.36,-1.28,58.75,9.47,5.56,3.91,3.6,5.78,1198.16,7.31,10.83,187.2,0,0,80.69,153.14,183.77,14.77,423.2
16.01.2023 14:20:00,962.71,6.1,282.3,-1.44,58.3,9.43,5.5,3.93,3.56,5.71,1198.36,6.85,9.45,190.7,0,0,60.61,114.22,138.66,14.67,422.7
16.01.2023 14:30:00,962.49,6.12,282.34,-1.45,58.19,9.44,5.49,3.95,3.56,5.71,1198.01,5.06,8.05,187.6,0,0,89.36,166.6,175.13,14.56,422.9
16.01.2023 14:40:00,962.37,6.15,282.38,-1.41,58.23,9.46,5.51,3.95,3.57,5.72,1197.72,5.01,6.52,188.7,0,0,97.85,181.29,188.89,14.51,423
16.01.2023 14:50:00,962.22,6.14,282.39,-1.27,58.86,9.45,5.56,3.89,3.6,5.78,1197.54,4.44,6.55,188.6,0,0,95.32,172.73,187.1,14.51,422.8
16.01.2023 15:00:00,962,6.22,282.49,-1.19,58.9,9.5,5.6,3.91,3.63,5.82,1196.91,4.27,6.47,187.7,0,0,146.81,257.43,297.58,14.53,423.1
16.01.2023 15:10:00,961.74,6.48,282.77,-1.17,57.92,9.68,5.6,4.07,3.63,5.83,1195.48,4.91,8.05,182.1,0,0,183.55,307.69,371.34,14.63,422.6
16.01.2023 15:20:00,961.57,6.66,282.96,-1.14,57.36,9.8,5.62,4.18,3.64,5.84,1194.5,5.33,8.19,190.4,0,0,176.93,282.01,303.76,14.81,422.7
16.01.2023 15:30:00,961.48,6.76,283.07,-1.18,56.8,9.86,5.6,4.26,3.63,5.82,1193.99,5.13,8.03,180.9,0,0,123.3,209.94,262.56,15.03,422.1
16.01.2023 15:40:00,961.32,6.57,282.89,-1.27,57.2,9.73,5.57,4.17,3.61,5.79,1194.62,4.66,7.28,191,0,0,75.63,136.66,156.62,15.21,421.9
16.01.2023 15:50:00,961.13,6.39,282.73,-1.3,57.76,9.61,5.55,4.06,3.6,5.78,1195.14,4.86,8.23,186.1,0,0,52.28,94,118.02,15.28,421.8
16.01.2023 16:00:00,961.03,6.28,282.63,-1.29,58.24,9.54,5.56,3.99,3.61,5.78,1195.47,4.15,7.06,177.4,0,0,40.15,70.61,74.52,15.25,422
16.01.2023 16:10:00,960.92,6.19,282.55,-1.35,58.32,9.48,5.53,3.95,3.59,5.76,1195.73,4.44,6.87,185,0,0,34.14,57.93,69.17,15.18,421.8
16.01.2023 16:20:00,960.82,6.1,282.46,-1.33,58.8,9.42,5.54,3.88,3.59,5.76,1196.02,3.9,6.52,183,0,0,17.03,31.65,42.9,15.09,422.7
16.01.2023 16:30:00,960.79,5.99,282.35,-1.41,58.88,9.35,5.51,3.84,3.57,5.73,1196.46,4.81,7.09,178.4,0,0,8.97,18.27,23.18,14.98,421.9
16.01.2023 16:40:00,960.6,5.93,282.3,-1.42,59.11,9.31,5.5,3.81,3.57,5.73,1196.48,4.36,7.44,176.8,0,0,3.11,9.16,13.09,14.84,422.4
16.01.2023 16:50:00,960.42,5.78,282.17,-1.55,59.13,9.22,5.45,3.77,3.54,5.67,1196.91,4.81,7.15,188.3,0,0,0.05,3.93,5.97,14.7,423.1
16.01.2023 17:00:00,960.23,5.73,282.14,-1.73,58.55,9.19,5.38,3.81,3.49,5.6,1196.92,6.06,8.77,182.2,0,0,0,1.27,2.3,14.54,422.4
16.01.2023 17:10:00,959.93,5.73,282.16,-1.85,58.04,9.18,5.33,3.85,3.46,5.55,1196.59,8.4,12.61,183.8,0,0,0,0,0,14.34,422.6
16.01.2023 17:20:00,959.81,5.6,282.04,-1.68,59.31,9.1,5.4,3.7,3.51,5.62,1196.95,7.36,14.25,182.6,0,0,0,0,0,14.09,422.6
16.01.2023 17:30:00,959.74,5.43,281.88,-1.42,61.15,9,5.5,3.5,3.57,5.73,1197.52,5.94,9.71,192.8,0,0,0,0,0,13.84,422.6
16.01.2023 17:40:00,959.67,5.2,281.65,-1,64.13,8.85,5.68,3.18,3.69,5.92,1198.34,6.08,11.47,188.4,0,0,0,0,0,13.63,423.1
16.01.2023 17:50:00,959.42,4.99,281.45,-0.59,67.08,8.72,5.85,2.87,3.8,6.1,1198.89,5.22,8.16,178.8,0,0,0,0,0,13.47,423.4
16.01.2023 18:00:00,959.2,4.8,281.28,-0.32,69.31,8.61,5.96,2.64,3.88,6.22,1199.37,4.6,6.9,176.5,0,0,0,0,0,13.35,423.8
16.01.2023 18:10:00,959,4.66,281.16,-0.18,70.71,8.53,6.03,2.5,3.92,6.29,1199.67,4.91,9.12,178.9,0,0,0,0,0,13.23,424
16.01.2023 18:20:00,958.75,4.63,281.15,-0.11,71.22,8.51,6.06,2.45,3.94,6.32,1199.48,5.29,9.02,180.4,0,0,0,0,0,13.12,424.2
16.01.2023 18:30:00,958.41,4.6,281.14,-0.06,71.65,8.49,6.08,2.41,3.96,6.34,1199.18,5.01,8.29,175.3,0,0,0,0,0,13.01,424.6
16.01.2023 18:40:00,958.12,4.57,281.14,-0.03,71.97,8.47,6.1,2.37,3.97,6.36,1198.94,4.54,6.54,175.7,0,0,0,0,0,12.91,424.9
16.01.2023 18:50:00,957.89,4.6,281.19,-0.05,71.68,8.49,6.09,2.4,3.96,6.35,1198.51,5.65,8.16,173.7,0,0,0,0,0,12.83,425.1
16.01.2023 19:00:00,957.77,4.8,281.4,-0.29,69.49,8.61,5.98,2.63,3.89,6.24,1197.56,6.5,9.42,180.7,0,0,0,0,0,12.74,425.2
16.01.2023 19:10:00,957.66,4.96,281.58,-0.52,67.52,8.71,5.88,2.83,3.83,6.14,1196.77,5.61,9.84,180.4,0,0,0,0,0,12.63,425.6
16.01.2023 19:20:00,957.53,4.91,281.53,-0.65,67.14,8.68,5.82,2.85,3.79,6.08,1196.85,3.67,8.71,180.5,0,0,0,0,0,12.55,426.1
16.01.2023 19:30:00,957.35,4.96,281.6,-0.9,65.66,8.71,5.72,2.99,3.72,5.97,1196.46,3.99,6.58,175.3,0,0,0,0,0,12.54,426.1
16.01.2023 19:40:00,957.18,5.15,281.8,-1.08,64,8.82,5.64,3.17,3.68,5.9,1195.5,4.24,7.12,183.1,0,0,0,0,0,12.56,426.2
16.01.2023 19:50:00,956.93,5.22,281.89,-1.15,63.33,8.86,5.61,3.25,3.66,5.87,1194.89,4.62,7.7,176.9,0,0,0,0,0,12.59,426.2
16.01.2023 20:00:00,956.81,5.23,281.92,-1.15,63.28,8.87,5.61,3.26,3.66,5.87,1194.69,3.61,6.77,177.2,0,0,0,0,0,12.63,426.3
16.01.2023 20:10:00,956.74,5.28,281.97,-1.15,63.07,8.9,5.61,3.29,3.66,5.87,1194.39,3.96,6.08,170,0,0,0,0,0,12.68,426.3
16.01.2023 20:20:00,956.64,5.27,281.97,-1.1,63.33,8.9,5.63,3.26,3.67,5.89,1194.28,3.11,4.26,182,0,0,0,0,0,12.73,426.5
16.01.2023 20:30:00,956.48,5.38,282.1,-1.03,63.17,8.96,5.66,3.3,3.69,5.92,1193.6,4.32,6.9,188.7,0,0,0,0,0,12.81,426.4
16.01.2023 20:40:00,956.4,5.48,282.21,-0.91,63.31,9.03,5.72,3.31,3.73,5.98,1193.03,3.74,6.27,183,0,0,0,0,0,12.9,426.4
16.01.2023 20:50:00,956.37,5.48,282.21,-0.84,63.62,9.03,5.74,3.28,3.74,6.01,1192.99,3.53,5.99,193,0,0,0,0,0,13,426.5
16.01.2023 21:00:00,956.3,5.44,282.17,-0.76,64.19,9,5.78,3.22,3.77,6.04,1193.08,4.53,8.8,195.9,0,0,0,0,0,13.08,426.4
16.01.2023 21:10:00,956.12,5.39,282.13,-0.43,66,8.97,5.92,3.05,3.86,6.19,1193.01,5.81,9.18,189.6,0,0,0,0,0,13.12,426.3
16.01.2023 21:20:00,955.86,5.2,281.97,-0.03,68.83,8.85,6.09,2.76,3.98,6.38,1193.38,7.42,9.78,187.3,0,0,0,0,0,13.08,426
16.01.2023 21:30:00,955.74,4.93,281.7,0.23,71.52,8.68,6.21,2.47,4.05,6.5,1194.36,6.09,8.7,186,0,0,0,0,0,12.97,426.3
16.01.2023 21:40:00,955.72,4.74,281.51,0.5,73.9,8.57,6.33,2.24,4.13,6.63,1195.1,6.34,9.7,185.3,0,0,0,0,0,12.84,426.1
16.01.2023 21:50:00,955.67,4.51,281.29,0.64,75.84,8.44,6.4,2.04,4.17,6.7,1195.96,5.28,8.39,183.4,0,0,0,0,0,12.7,426.3
16.01.2023 22:00:00,955.71,4.36,281.13,0.7,77.02,8.34,6.43,1.92,4.19,6.72,1196.67,3.67,6.26,186.6,0,0,0,0,0,12.58,426.6
16.01.2023 22:10:00,955.78,4.2,280.96,0.69,77.85,8.25,6.42,1.83,4.19,6.72,1197.46,2.27,3.82,183.9,0,0,0,0,0,12.5,427.1
16.01.2023 22:20:00,955.73,4.16,280.93,0.78,78.54,8.23,6.46,1.77,4.22,6.76,1197.52,2.08,3.39,174,0,0,0,0,0,12.49,427.4
16.01.2023 22:30:00,955.72,4.11,280.88,0.82,79.04,8.2,6.48,1.72,4.23,6.78,1197.71,2.33,3.61,175.8,0,0,0,0,0,12.57,427.9
16.01.2023 22:40:00,955.81,4.16,280.92,0.83,78.85,8.23,6.49,1.74,4.23,6.79,1197.63,2.87,7.06,184.6,0,0,0,0,0,12.7,428.1
16.01.2023 22:50:00,955.71,4.59,281.36,0.89,76.84,8.48,6.52,1.96,4.25,6.82,1195.65,5.56,8.78,188.6,0,0,0,0,0,12.83,426.7
16.01.2023 23:00:00,955.56,4.79,281.58,1.12,77.03,8.6,6.63,1.98,4.32,6.93,1194.53,5.83,10.72,186.4,0,0,0,0,0,12.89,426.2
16.01.2023 23:10:00,955.53,4.65,281.43,1.26,78.59,8.52,6.69,1.82,4.37,7,1195.08,4.8,6.83,186,0,0,0,0,0,12.89,426.4
16.01.2023 23:20:00,955.51,4.5,281.28,1.33,79.82,8.43,6.73,1.7,4.39,7.04,1195.68,5.11,7.46,184.8,0,0,0,0,0,12.88,426.3
16.01.2023 23:30:00,955.43,4.32,281.11,1.39,81.2,8.32,6.76,1.56,4.41,7.07,1196.33,4.83,7.12,182.1,0,0,0,0,0,12.87,426.4
16.01.2023 23:40:00,955.45,4.12,280.91,1.4,82.4,8.21,6.76,1.44,4.41,7.08,1197.22,4.38,6.02,183.3,0,0,0,0,0,12.84,426.6
16.01.2023 23:50:00,955.5,4.02,280.81,1.43,83.1,8.15,6.77,1.38,4.42,7.09,1197.69,3.92,6.46,181.3,0,0,0,0,0,12.8,426.6
17.01.2023 00:00:00,955.57,3.98,280.75,1.45,83.5,8.12,6.78,1.34,4.43,7.1,1197.97,3.79,5.94,184.1,0,0,0,0,0,12.77,426.7
17.01.2023 00:10:00,955.66,3.96,280.72,1.36,83.1,8.11,6.74,1.37,4.4,7.05,1198.19,3.57,4.79,187.3,0,0,0,0,0,12.74,427
17.01.2023 00:20:00,955.66,4.07,280.84,1.14,81.1,8.18,6.63,1.55,4.33,6.94,1197.74,4.49,9.11,201.7,0,0,0,0,0,12.7,426.8
17.01.2023 00:30:00,955.67,4.13,280.9,0.98,79.89,8.21,6.56,1.65,4.28,6.86,1197.54,4.73,7.55,202.1,0,0,0,0,0,12.64,427
17.01.2023 00:40:00,955.61,4.24,281.02,0.78,78.11,8.28,6.46,1.81,4.22,6.76,1197.04,7.4,10.06,212.4,0,0,0,0,0,12.56,426.1
17.01.2023 00:50:00,955.56,4.3,281.08,0.75,77.65,8.31,6.45,1.86,4.21,6.75,1196.74,7.54,11.54,210.7,0,0,0,0,0,12.42,426.1
17.01.2023 01:00:00,955.58,4.32,281.1,0.76,77.56,8.32,6.45,1.87,4.21,6.75,1196.67,6.55,10.11,208.7,0,0,0,0,0,12.27,426.2
17.01.2023 01:10:00,955.5,4.27,281.06,0.73,77.65,8.3,6.44,1.85,4.2,6.74,1196.77,6.26,8.97,205.8,0,0,0,0,0,12.15,426.5
17.01.2023 01:20:00,955.61,4.26,281.04,0.7,77.51,8.29,6.43,1.86,4.19,6.72,1196.95,5.86,8.77,204.7,0,0,0,0,0,12.08,426.5
17.01.2023 01:30:00,955.77,4.29,281.06,0.68,77.23,8.31,6.42,1.89,4.19,6.71,1197.03,5.19,8.16,210.3,0,0,0,0,0,12.04,426.5
17.01.2023 01:40:00,955.96,4.29,281.04,0.72,77.49,8.3,6.44,1.87,4.2,6.73,1197.27,4.39,7.37,195,0,0,0,0,0,12,426.6
17.01.2023 01:50:00,956.11,4.24,280.98,0.79,78.17,8.28,6.47,1.81,4.22,6.77,1197.64,5.19,8.65,203.1,0,0,0,0,0,12.02,426.7
